#
#   VizieR Astronomical Server vizier.unistra.fr
#    Date: 2025-12-15T04:11:56 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-12-15T04:11:56	  Query execution date
#INFO	request=https://vizier.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-out.all=2&-order=I&-out.src=J/ApJS/234/35/table4&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/234/35/table4&-out=Name&-out=Np&-out=RAJ2000&-out=DEJ2000&-out=Gal&-out=NUVFlux&-out=e_NUVFlux&-out=FUVFlux&-out=e_FUVFlux&-out=3.6Flux&-out=e_3.6Flux&-out=4.5Flux&-out=e_4.5Flux&-out=5.8Flux&-out=e_5.8Flux&-out=8Flux&-out=e_8Flux&-out=24Flux&-out=e_24Flux&-out=uFlux&-out=e_uFlux&-out=gFlux&-out=e_gFlux&-out=rFlux&-out=e_rFlux&-out=iFlux&-out=e_iFlux&-out=zFlux&-out=e_zFlux&-out=Ha+Cont&-out=e_Ha+Cont&-out=Ha&-out=e_Ha&-out=HFlux&-out=e_HFlux&-out=JFlux&-out=e_JFlux&-out=KsFlux&-out=e_KsFlux&-out=SED&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340035
#Name: J/ApJS/234/35
#Title: Stellar population synthesis of clumps (Zaragoza-Cardiel+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/35	    IVOID of underlying data collection
#INFO	creator=Zaragoza-Cardiel J.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...35Z	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/35	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340035	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-11-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_35_table4:
#Name: J/ApJS/234/35/table4
#Title: GALEX, Spitzer, SDSS, H{alpha}, and 2MASS photometry for the clumps
#Column	Name	(a27)	Name of the identified clump	[ucd=meta.id;meta.main]
#Column	Np	(I3)	Output parameters for this clump (link to table 5)	[ucd=meta.ref.url]
#Column	RAJ2000	(F11.7)	Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F14.10)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Gal	(A9)	Name of the galaxy	[ucd=meta.id.parent]
#Column	NUVFlux	(F8.4)	[0.001/115]? GALEX NUV band flux	[ucd=phot.flux.density;em.UV.200-300nm]
#Column	e_NUVFlux	(F7.4)	[0.0001/0.2]? Error in NUVFlux (G2)	[ucd=stat.error]
#Column	FUVFlux	(F10.7)	[0.001/86.7]? GALEX FUV band flux	[ucd=phot.flux.density;em.UV.100-200nm]
#Column	e_FUVFlux	(F10.7)	[2e-07/0.1]? Error in FUVFlux (G2)	[ucd=stat.error]
#Column	3.6Flux	(F9.4)	[0.003/2692]? Spitzer/IRAC 3.6um band flux	[ucd=phot.mag;em.IR.3-4um]
#Column	e_3.6Flux	(F7.4)	[0.0004/0.3]? Error in 4.5Flux (G2)	[ucd=stat.error]
#Column	4.5Flux	(F9.4)	[0.003/1697] Spitzer/IRAC 4.5um band flux	[ucd=phot.mag;em.IR.4-8um]
#Column	e_4.5Flux	(F7.4)	[0.0004/0.2]? Error in 4.5Flux (G2)	[ucd=stat.error]
#Column	5.8Flux	(F8.3)	[0.01/2777]? Spitzer/IRAC 5.8um band flux	[ucd=phot.flux.density;em.IR.4-8um]
#Column	e_5.8Flux	(F6.3)	[0.001/0.5]? Error in 5.8Flux (G2)	[ucd=stat.error]
#Column	8Flux	(F8.3)	[0.02/5358] Spitzer/IRAC 8um band flux	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_8Flux	(F6.3)	[0.002/2]? Error in 8Flux (G2)	[ucd=stat.error]
#Column	24Flux	(F8.3)	[0.06/8890]? Spitzer/MIPS 24um band flux	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_24Flux	(F5.2)	[0/20]? Error in 24Flux (G2)	[ucd=stat.error]
#Column	uFlux	(F8.4)	[0.009/540]? SDSS u band flux	[ucd=phot.flux.density;em.opt.U]
#Column	e_uFlux	(F7.4)	[0.0009/0.2]? Error in uFlux (G2)	[ucd=stat.error]
#Column	gFlux	(F9.4)	[0.004/1171]? SDSS g band flux	[ucd=phot.mag;em.opt.B]
#Column	e_gFlux	(F7.4)	[0.0006/0.3]? Error in gFlux (G2)	[ucd=stat.error]
#Column	rFlux	(F9.4)	[0.007/2142]? SDSS r band flux	[ucd=phot.flux.density;em.opt.R]
#Column	e_rFlux	(F7.4)	[0.0008/1]? Error in rFlux (G2)	[ucd=stat.error]
#Column	iFlux	(F8.3)	[0.01/2992]? SDSS i band flux	[ucd=phot.flux.density;em.opt.I]
#Column	e_iFlux	(F6.3)	[0.001/1]? Error in iFlux (G2)	[ucd=stat.error]
#Column	zFlux	(F8.3)	[0.03/3744]? SDSS z band flux	[ucd=phot.mag;em.opt.I]
#Column	e_zFlux	(F6.3)	[0.003/0.5]? Error in zFlux (G2)	[ucd=stat.error]
#Column	Ha+Cont	(F9.4)	[0.02/3470]? Halpha plus continuum flux	[ucd=phot.flux;em.line.Halpha]
#Column	e_Ha+Cont	(F7.4)	[0.00001/1]? Error in Ha+Cont (G2)	[ucd=stat.error]
#Column	Ha	(E11.4)	[/1.3e-11]? Halpha continuum subtracted flux	[ucd=phot.flux;em.line.Halpha]
#Column	e_Ha	(F7)	[/8e-15]? Error in Ha	[ucd=stat.error]
#Column	HFlux	(F8.3)	[0.05/6193]? 2MASS H band flux	[ucd=phot.flux.density;em.IR.H]
#Column	e_HFlux	(F6.3)	[0.009/1]? Error in HFlux (G2)	[ucd=stat.error]
#Column	JFlux	(F8.3)	[0.03/5184]? 2MASS J band flux	[ucd=phot.mag;em.IR.J]
#Column	e_JFlux	(F6.3)	[0.006/0.9]? Error in JFlux (G2)	[ucd=stat.error]
#Column	KsFlux	(F8.3)	[0.06/5085]? 2MASS Ks band flux	[ucd=phot.mag;em.IR.K]
#Column	e_KsFlux	(F6.3)	[0.009/1]? Error in KsFlux (G2)	[ucd=stat.error]
#Column	SED	(A3)	UV-FIR SED plot of this source	[ucd=meta.ref.url]
Name	Np	RAJ2000	DEJ2000	Gal	NUVFlux	e_NUVFlux	FUVFlux	e_FUVFlux	3.6Flux	e_3.6Flux	4.5Flux	e_4.5Flux	5.8Flux	e_5.8Flux	8Flux	e_8Flux	24Flux	e_24Flux	uFlux	e_uFlux	gFlux	e_gFlux	rFlux	e_rFlux	iFlux	e_iFlux	zFlux	e_zFlux	Ha+Cont	e_Ha+Cont	Ha	e_Ha	HFlux	e_HFlux	JFlux	e_JFlux	KsFlux	e_KsFlux	SED
Arp280_1_sbt_nuc_2_5       	  1	174.4602800	+47.8816140000	NGC3769A 	  1.7680	 0.0040	 1.2390000	 0.0020000	   6.3340	 0.0040	   4.3450	 0.0050	   4.810	 0.020	   9.230	 0.020	  15.130	 0.06	  3.0040	 0.0030	   6.3200	 0.0080	   8.8700	 0.0100	  10.420	 0.020	  10.560	 0.020	  16.1600	 0.0600	 1.8260e-13	  5e-16	  19.400	 0.200	  13.400	 0.100	  10.700	 0.200	SED
Arp280_2_sbt_nuc_2_5       	  1	174.4335100	+47.8930810000	NGC3769  	  4.6380	 0.0020	 2.9170000	 0.0020000	  65.2860	 0.0040	  42.6600	 0.0050	  95.040	 0.020	 225.000	 0.020	 174.830	 0.07	 12.3970	 0.0020	  34.8520	 0.0020	  56.5390	 0.0040	  73.734	 0.005	  87.005	 0.008	  70.3700	 0.0600	 6.3310e-13	  6e-16	 137.500	 0.200	 113.500	 0.100	 112.400	 0.200	SED
Arp282_1_sbt_nuc_2_5       	  1	009.2149337	+23.9908890000	NGC0169  	  0.0380	       	 0.0270000	          	  32.0800	 0.0200	  19.8400	 0.0100	  21.460	 0.010	  39.060	 0.020	  37.100	 0.40	  0.4910	 0.0040	   3.5900	 0.0100	  10.7100	 0.0200	  19.050	 0.030	  29.110	 0.040	  17.7500	 0.0400	 3.0000e-14	  2e-16	  69.200	 0.100	  49.870	 0.080	  61.600	 0.100	SED
Arp282_2_sbt_nuc_2_5       	  1	009.2179515	+23.9847250000	IC1559   	  0.5394	 0.0008	 0.3721000	 0.0006000	   8.4450	 0.0040	   5.5020	 0.0030	   9.914	 0.007	  25.847	 0.009	  44.410	 0.05	  1.3700	 0.0020	   4.1300	 0.0100	   6.9100	 0.0300	   9.290	 0.040	  11.390	 0.060	  11.1600	 0.0300	 2.9800e-14	  2e-16	  17.880	 0.060	  14.680	 0.040	  15.240	 0.060	SED
Arp283_1_sbt_nuc_2_5       	  1	139.3453900	+42.0002430000	NGC2798  	  1.4862	 0.0004	 0.6599000	 0.0002000	  91.4800	 0.0060	  66.8710	 0.0060	 235.720	 0.020	 671.660	 0.030	2520.800	 0.30	  6.1000	 0.0020	  20.1850	 0.0030	  39.3180	 0.0050	  52.926	 0.007	  70.570	 0.010	 459.7900	 0.0700	 1.1487e-12	  2e-16	 137.560	 0.090	 106.010	 0.070	 125.400	 0.100	SED
Arp283_2_sbt_nuc_2_5       	  1	139.3800500	+41.9937510000	NGC2799  	  0.9120	 0.0010	 0.6209000	 0.0009000	   9.8010	 0.0030	   6.3960	 0.0030	  13.850	 0.020	  34.240	 0.020	  39.900	 0.10	  2.2960	 0.0070	   5.9800	 0.0200	   9.6600	 0.0300	  11.880	 0.040	  14.360	 0.030	 106.9400	 0.0300	 1.7650e-13	  1e-16	  18.670	 0.070	  17.490	 0.050	  17.190	 0.090	SED
Arp284_1_sbt_nuc_2_5       	  1	354.0587900	+02.1550249000	NGC7714  	        	       	 4.8570000	 0.0070000	  41.4140	 0.0090	  30.8850	 0.0080	 107.460	 0.030	 330.010	 0.040	2121.100	 0.60	 12.1770	 0.0040	  20.8120	 0.0060	  30.9500	 0.0090	  32.410	 0.010	  40.230	 0.010	         	       	           	       	  61.200	 0.100	  51.700	 0.060	  52.870	 0.080	SED
Arp284_2_sbt_nuc_2_5       	  1	354.0918300	+02.1568422000	NGC7715  	        	       	 0.4530000	 0.0010000	   2.9310	 0.0050	   1.8260	 0.0060	   1.720	 0.020	   1.590	 0.020	   2.600	 0.10	  1.6330	 0.0020	   4.1530	 0.0020	   5.0860	 0.0030	   5.700	 0.003	   5.987	 0.006	         	       	           	       	   6.630	 0.070	   6.220	 0.040	   4.640	 0.060	SED
Arp285_1_sbt_nuc_2_5       	  1	141.0668100	+49.2491280000	NGC2856  	  0.4600	 0.0020	 0.2390000	 0.0020000	  39.8160	 0.0020	  27.9570	 0.0030	  90.830	 0.010	 267.780	 0.030	 743.800	 0.20	  2.2040	 0.0030	   8.1770	 0.0060	  16.8400	 0.0100	  23.450	 0.010	  31.760	 0.020	  19.2400	 0.0100	 3.3200e-13	  2e-16	  65.320	 0.070	  50.020	 0.050	  57.130	 0.070	SED
Arp285_2_sbt_nuc_2_5       	  1	141.0131700	+49.2042430000	NGC2854  	  0.5650	 0.0020	 0.3550000	 0.0020000	  24.3320	 0.0020	  16.0540	 0.0030	  40.690	 0.010	 113.940	 0.020	 153.430	 0.08	  1.9640	 0.0020	   6.9290	 0.0050	  13.2720	 0.0080	  18.710	 0.010	  24.490	 0.010	  10.3500	 0.0100	 1.0620e-13	  2e-16	  47.180	 0.060	  36.920	 0.040	  40.670	 0.060	SED
Arp290_1_sbt_nuc_2_5       	  0	030.9357950	+14.7093160000	IC0195   	  0.0757	 0.0003	 0.0252000	 0.0002000	  18.9440	 0.0030	  11.4210	 0.0030	   8.339	 0.007	   5.252	 0.006	   2.420	 0.03	  1.5550	 0.0030	   7.9470	 0.0020	  16.1360	 0.0040	  22.798	 0.006	  29.190	 0.010	   9.6700	 0.0200	 1.0000e-15	  1e-16	  47.470	 0.070	  38.930	 0.050	  38.010	 0.070	SED
Arp290_2_sbt_nuc_2_5       	  1	030.9574050	+14.7390720000	IC0196   	  0.1510	 0.0010	 0.1040000	 0.0010000	  23.4560	 0.0060	  14.3930	 0.0050	  12.055	 0.009	  13.200	 0.010	   9.820	 0.07	  1.3830	 0.0030	   7.2850	 0.0040	  16.0670	 0.0070	  23.946	 0.009	  32.460	 0.010	  11.1900	 0.0200	 9.9000e-15	  1e-16	  56.350	 0.080	  44.690	 0.050	  47.180	 0.080	SED
Arp293_1_sbt_nuc_2_5       	  1	254.6319700	+58.9372400000	NGC6286  	        	       	          	          	  29.8530	 0.0070	  23.5980	 0.0070	  76.650	 0.020	 238.030	 0.050	 275.000	 2.00	        	       	         	       	         	       	        	      	        	      	         	       	           	       	  34.110	 0.050	  21.790	 0.030	  38.130	 0.050	SED
Arp293_2_sbt_nuc_2_5       	  1	254.5999400	+58.9560600000	NGC6285  	        	       	          	          	  10.3650	 0.0060	   7.3370	 0.0050	  26.521	 0.008	  82.870	 0.010	 173.100	 0.20	        	       	         	       	         	       	        	      	        	      	         	       	           	       	  14.480	 0.040	  11.070	 0.030	  14.090	 0.050	SED
Arp294_1_sbt_nuc_2_5       	  1	174.9357300	+31.9312620000	NGC3788  	        	       	          	          	  33.7210	 0.0040	  20.8000	 0.0030	  27.210	 0.010	  52.510	 0.020	  51.660	 0.06	  2.2260	 0.0030	   9.2310	 0.0070	  18.9000	 0.0100	  27.870	 0.020	  38.080	 0.020	         	       	           	       	  74.280	 0.080	  57.320	 0.050	  62.010	 0.070	SED
Arp294_2_sbt_nuc_2_5       	  1	174.9271200	+31.9094650000	NGC3786  	        	       	          	          	  36.5800	 0.0100	  31.1140	 0.0070	  47.970	 0.010	  97.690	 0.020	 227.000	 0.10	  1.6800	 0.0030	   7.2750	 0.0060	  15.5200	 0.0100	  21.500	 0.010	  29.110	 0.020	         	       	           	       	  62.300	 0.100	  46.230	 0.070	  60.540	 0.090	SED
Arp295_1_sbt_nuc_2_5       	  1	355.5035900	-03.6152435000	PGC072155	  0.2630	 0.0070	 0.1890000	 0.0060000	  16.2290	 0.0070	  12.9670	 0.0040	  44.640	 0.010	 137.230	 0.030	 568.000	 1.00	  0.6990	 0.0060	   2.0400	 0.0100	   4.0000	 0.0200	   5.580	 0.020	   7.500	 0.020	         	       	           	       	  17.040	 0.050	  12.370	 0.040	  17.450	 0.060	SED
Arp295_2_sbt_nuc_2_5       	  1	355.4470300	-03.6671289000	PGC072139	  0.0105	 0.0005	 0.0075000	 0.0004000	  13.5660	 0.0060	   8.5910	 0.0040	   8.105	 0.007	  12.534	 0.008	  11.100	 0.20	  0.1520	 0.0020	   1.0680	 0.0050	   3.0100	 0.0100	   5.450	 0.020	   8.680	 0.030	         	       	           	       	  25.440	 0.040	  17.210	 0.020	  24.990	 0.050	SED
Arp297N_1_sbt_nuc_2_5      	  1	221.3522300	+38.7799420000	NGC5755  	  0.1580	 0.0040	 0.1170000	 0.0020000	   7.8730	 0.0060	   6.0260	 0.0040	  20.438	 0.009	  66.140	 0.020	 198.300	 0.40	  0.4240	 0.0030	   1.4680	 0.0080	   2.5100	 0.0100	   3.450	 0.020	   4.500	 0.020	   2.0000	 0.0100	 2.1500e-14	  1e-16	   9.210	 0.030	   6.610	 0.020	   9.000	 0.040	SED
Arp297N_2_sbt_nuc_2_5      	  1	221.3288300	+38.8059250000	NGC5753  	  0.0035	       	 0.0043000	          	   1.6760	 0.0020	   1.0910	 0.0020	   0.667	 0.004	   0.418	 0.008	   0.520	 0.04	  0.1020	 0.0020	   0.5420	 0.0020	   1.2200	 0.0030	   1.765	 0.005	   2.269	 0.009	   0.7880	 0.0080	 4.8000e-15	  1e-16	   3.830	 0.020	   3.050	 0.020	   2.930	 0.020	SED
Arp297S_1_sbt_nuc_2_5      	  1	221.3319000	+38.7312610000	NGC5754  	  0.0093	       	 0.0099000	          	  10.9420	 0.0080	   6.4020	 0.0050	   4.310	 0.010	   2.200	 0.030	   0.730	 0.09	  0.6420	 0.0020	   3.5970	 0.0020	   8.0560	 0.0040	  11.682	 0.006	  15.840	 0.010	         	       	           	       	  28.130	 0.040	  23.180	 0.040	  21.550	 0.050	SED
Arp297S_2_sbt_nuc_2_5      	  1	221.3089300	+38.7287250000	NGC5752  	  0.1512	 0.0006	 0.1019000	 0.0005000	   6.4200	 0.0030	   4.6200	 0.0020	  16.190	 0.009	  45.695	 0.009	 134.650	 0.05	  0.5110	 0.0020	   1.5130	 0.0020	   2.8580	 0.0040	   3.671	 0.005	   4.797	 0.008	         	       	           	       	   8.930	 0.040	   7.580	 0.030	   7.690	 0.040	SED
Arp298_1_sbt_nuc_2_5       	  1	345.8149500	+08.8738388000	NGC7469  	  6.4550	 0.0050	 5.0740000	 0.0020000	 133.7410	 0.0080	 146.6350	 0.0090	 334.580	 0.040	 725.630	 0.090	5637.900	 0.60	 12.3130	 0.0070	  18.7500	 0.0200	  31.1400	 0.0400	  36.900	 0.050	  49.910	 0.050	 182.2300	 0.0400	 1.5931e-12	  2e-16	 101.700	 0.050	  73.610	 0.040	 120.770	 0.060	SED
Arp298_2_sbt_nuc_2_5       	  1	345.8248900	+08.8935785000	IC5283   	  0.1350	 0.0010	 0.0792000	 0.0008000	  15.0020	 0.0040	  10.4180	 0.0030	  31.510	 0.010	  92.630	 0.020	 181.200	 0.30	  0.5270	 0.0030	   2.0670	 0.0070	   4.3300	 0.0100	   6.520	 0.020	   9.720	 0.020	  12.9100	 0.0300	 8.2300e-14	  2e-16	  21.510	 0.050	  16.070	 0.030	  22.350	 0.050	SED
Arp34_1_sbt_nuc_2_5        	  1	190.4056200	+26.0728170000	NGC4615  	  0.2480	 0.0060	 0.1930000	 0.0060000	   4.2470	 0.0020	   2.8360	 0.0020	   6.566	 0.008	  18.603	 0.009	  27.100	 0.40	  0.5520	 0.0050	   1.9050	 0.0080	   3.2300	 0.0100	   4.270	 0.010	   4.880	 0.020	   4.0500	 0.0200	 5.4600e-14	  3e-16	   7.420	 0.070	   6.710	 0.040	   7.040	 0.050	SED
Arp34_2_sbt_nuc_2_5        	  1	190.3811100	+26.0427000000	NGC4614  	  0.2249	 0.0005	 0.1548000	 0.0004000	  14.2990	 0.0040	   9.9150	 0.0030	   9.490	 0.005	  11.294	 0.006	  22.660	 0.04	  1.1170	 0.0020	   4.8960	 0.0050	   9.5770	 0.0090	  13.670	 0.010	  16.940	 0.020	   9.1200	 0.0100	 5.8700e-14	  2e-16	  28.680	 0.060	  23.790	 0.030	  25.100	 0.040	SED
Arp65_1_sbt_nuc_2_5        	  0	005.4640792	+22.4000390000	NGC0090  	  0.0070	 0.0010	 0.0063000	          	   7.7560	 0.0080	   4.6670	 0.0050	   3.451	 0.008	   3.230	 0.010	   1.520	 0.06	  0.3600	 0.0020	   2.2740	 0.0030	   5.3440	 0.0060	   8.097	 0.008	  10.640	 0.010	   2.7320	 0.0080	 8.2000e-15	  6e-17	  20.990	 0.060	  15.430	 0.040	  15.990	 0.060	SED
Arp65_2_sbt_nuc_2_5        	  0	005.5134917	+22.4081780000	NGC0093  	  0.0382	 0.0004	 0.0096000	 0.0003000	  24.2400	 0.0100	  14.7270	 0.0080	  12.414	 0.008	  14.617	 0.007	  12.560	 0.07	  0.8130	 0.0020	   5.0200	 0.0060	  12.4200	 0.0100	  19.970	 0.020	  28.220	 0.030	   6.3700	 0.0100	 1.8930e-14	  7e-17	  62.680	 0.070	  42.380	 0.050	  52.540	 0.070	SED
Arp72_1_sbt_nuc_2_5        	  1	236.7454000	+17.8841430000	NGC5996  	  2.5300	 0.0100	 1.5140000	 0.0080000	  13.9800	 0.0100	  10.0400	 0.0100	  35.330	 0.020	 106.560	 0.040	 389.300	 0.50	  3.8450	 0.0060	   7.5900	 0.0100	  11.2400	 0.0100	  12.690	 0.010	  14.230	 0.020	         	       	           	       	  21.170	 0.080	  18.020	 0.060	  17.240	 0.070	SED
Arp72_2_sbt_nuc_2_5        	  1	236.7221700	+17.8725630000	NGC5994  	  0.6599	 0.0005	 0.5068000	 0.0004000	   1.7060	 0.0010	   1.1580	 0.0010	   1.965	 0.004	   4.127	 0.005	  15.000	 0.02	  1.0330	 0.0020	   2.0730	 0.0020	   2.5300	 0.0060	   2.732	 0.009	   2.930	 0.010	         	       	           	       	   3.920	 0.050	   3.200	 0.030	   2.730	 0.040	SED
Arp82_1_sbt_nuc_2_5        	  1	122.8167300	+25.1796120000	NGC2536  	  0.7990	 0.0020	 0.6020000	 0.0010000	   6.2200	 0.0020	   4.2190	 0.0020	  11.088	 0.007	  30.710	 0.010	  50.630	 0.07	  1.7600	 0.0020	   4.0550	 0.0030	   5.9610	 0.0040	   7.143	 0.005	   8.260	 0.010	         	       	           	       	  11.040	 0.030	  10.040	 0.030	   9.420	 0.040	SED
Arp82_2_sbt_nuc_2_5        	  1	122.8061900	+25.2070410000	NGC2535  	  0.0970	 0.0060	 0.0340000	          	   7.0600	 0.0200	   4.7300	 0.0100	  11.050	 0.030	  32.100	 0.080	 114.000	 0.60	  0.6370	 0.0050	   2.4810	 0.0080	   5.0300	 0.0100	   7.000	 0.020	   8.730	 0.020	         	       	           	       	  14.250	 0.060	  12.110	 0.060	  12.670	 0.060	SED
Arp84_1_sbt_nuc_2_5        	  1	209.6582000	+37.4245500000	NGC5395  	  0.0640	 0.0020	 0.0150000	 0.0020000	  16.0200	 0.0400	   9.8600	 0.0300	   8.470	 0.050	  10.900	 0.100	  12.200	 0.60	  0.8520	 0.0030	   4.9030	 0.0070	  10.9000	 0.0100	  16.660	 0.020	  22.690	 0.020	   9.6000	       	 8.9000e-16	       	  40.200	 0.200	  33.100	 0.100	  33.800	 0.100	SED
Arp84_2_sbt_nuc_2_5        	  1	209.6401400	+37.4535370000	NGC5394  	  0.5500	 0.0020	 0.2610000	 0.0010000	  27.6430	 0.0050	  21.1760	 0.0040	  77.970	 0.020	 233.850	 0.030	 981.100	 0.20	  2.3090	 0.0020	   7.2600	 0.0050	  13.6030	 0.0070	  18.624	 0.009	  24.950	 0.010	  31.0600	 0.0300	 2.1010e-13	  2e-16	  50.360	 0.040	  39.270	 0.030	  47.430	 0.050	SED
Arp85_1_sbt_nuc_2_5        	  1	202.4696300	+47.1952150000	NGC5194  	 23.6200	 0.0100	 8.5020000	 0.0070000	 543.9000	 0.2000	 353.8000	 0.1000	 889.100	 0.300	2335.900	 0.800	2593.000	 2.00	 61.7400	 0.0100	 186.9100	 0.0200	 336.3200	 0.0400	 466.800	 0.030	 597.190	 0.070	         	       	           	       	1101.100	 0.600	 887.800	 0.500	 938.600	 0.600	SED
Arp85_2_sbt_nuc_2_5        	  1	202.4975700	+47.2662160000	NGC5195  	  1.4970	 0.0050	 0.4740000	 0.0030000	 576.1000	 0.0400	 370.7100	 0.0300	 482.750	 0.080	 746.770	 0.070	1258.200	 0.20	 23.9990	 0.0040	 139.8130	 0.0060	 325.3200	 0.0100	 501.370	 0.010	 683.120	 0.020	         	       	           	       	1296.400	 0.300	1037.900	 0.200	1098.500	 0.300	SED
Arp86_1_sbt_nuc_2_5        	  0	356.7700100	+29.4834870000	NGC7753  	  0.1200	 0.0010	 0.0290000	 0.0010000	  13.9800	 0.0200	   8.7600	 0.0100	   9.140	 0.020	  15.520	 0.060	  75.100	 0.30	  1.5800	 0.0070	   4.8400	 0.0200	 172.9000	 0.7000	  32.000	 0.100	  32.400	 0.100	  11.7800	 0.0500	 2.0200e-14	  3e-16	  31.400	 0.100	  24.030	 0.070	  27.320	 0.080	SED
Arp86_2_sbt_nuc_2_5        	  0	356.7441300	+29.4588130000	NGC7752  	  1.1320	 0.0040	 0.7230000	 0.0020000	  14.2490	 0.0040	  10.1680	 0.0030	  41.200	 0.010	 125.220	 0.020	 313.320	 0.07	  5.1090	 0.0070	   6.3770	 0.0070	 152.4000	 0.2000	  21.500	 0.020	  19.930	 0.020	  51.0100	 0.0300	 4.5690e-13	  2e-16	  17.490	 0.050	  13.950	 0.030	  16.420	 0.040	SED
Arp87_1_sbt_nuc_2_5        	  1	175.1844300	+22.4293120000	NGC3808  	  0.2700	 0.0100	 0.1630000	 0.0070000	   3.8500	 0.0100	   2.5160	 0.0080	   4.890	 0.010	  13.720	 0.030	  29.400	 0.50	  0.4540	 0.0060	   1.5600	 0.0100	   2.6700	 0.0100	   3.720	 0.020	   4.420	 0.020	   2.0900	 0.0100	 2.0700e-14	  1e-16	   8.350	 0.060	   6.640	 0.040	   7.050	 0.050	SED
Arp87_2_sbt_nuc_2_5        	  1	175.1854500	+22.4465520000	NGC3808B 	  0.3050	 0.0030	 0.1200000	 0.0010000	  10.2900	 0.0020	   7.8220	 0.0030	  27.649	 0.007	  87.190	 0.030	 208.000	 1.00	  0.7650	 0.0030	   2.3110	 0.0090	   3.7900	 0.0100	   5.070	 0.020	   6.200	 0.020	   4.0800	 0.0060	 6.5800e-14	  1e-16	  14.610	 0.030	   9.680	 0.020	  12.840	 0.030	SED
Arp89_1_sbt_nuc_2_5        	  0	130.6658700	+14.2855360000	NGC2648  	  0.2095	 0.0003	 0.0677000	 0.0002000	  73.0760	 0.0050	  43.5330	 0.0050	  34.390	 0.020	  27.160	 0.010	  15.720	 0.05	  4.7930	 0.0020	  25.9390	 0.0040	  53.9150	 0.0080	  78.300	 0.010	 100.500	 0.020	  34.0000	       	 9.9000e-16	       	 175.600	 0.100	 146.010	 0.090	 147.500	 0.100	SED
Arp89_2_sbt_nuc_2_5        	  1	130.7008000	+14.2652800000	PGC024469	  0.4984	 0.0006	 0.3476000	 0.0003000	   5.5220	 0.0030	   3.6640	 0.0030	   7.900	 0.010	  19.910	 0.010	  48.300	 0.06	  1.3190	 0.0030	   3.1850	 0.0040	   5.0860	 0.0050	   6.108	 0.007	   7.411	 0.009	   7.0700	 0.0100	 1.4720e-13	  3e-16	  10.280	 0.080	  10.000	 0.050	   9.090	 0.080	SED
Arp91_1_sbt_nuc_2_5        	  1	233.6348600	+15.1939020000	NGC5953  	  1.3920	 0.0030	 0.4880000	 0.0020000	  72.9500	 0.0080	  49.0810	 0.0080	 165.430	 0.040	 488.290	 0.050	 743.400	 0.30	  6.3200	 0.0100	  21.2000	 0.0300	  41.3000	 0.0400	  54.730	 0.050	  70.320	 0.050	  41.5800	 0.0100	 8.8120e-13	  3e-16	 151.410	 0.090	 103.940	 0.050	 116.390	 0.090	SED
Arp91_2_sbt_nuc_2_5        	  1	233.6459900	+15.2001050000	NGC5954  	  1.7720	 0.0060	 0.9500000	 0.0030000	  29.9550	 0.0060	  20.7170	 0.0070	  73.930	 0.030	 215.940	 0.040	 369.800	 0.20	  4.4190	 0.0070	  11.9400	 0.0200	  20.1800	 0.0500	  24.490	 0.070	  30.230	 0.090	  22.8300	 0.0100	 5.3150e-13	  3e-16	  59.620	 0.080	  42.340	 0.050	  45.190	 0.080	SED
NGC2207_1_sbt_nuc_2_5      	  1	094.1165070	-21.3758790000	IC2163   	  0.6620	 0.0070	          	          	  34.1000	 0.0300	  21.8300	 0.0200	  45.540	 0.070	 123.500	 0.100	 145.000	 1.00	        	       	         	       	         	       	        	      	        	      	         	       	           	       	  64.900	 0.200	  50.000	 0.100	  57.700	 0.200	SED
